accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,val_f1_macro,learning_rate
0.47401493787765503,0.5729708671569824,0.6545129418373108,0.5699237585067749,0.2016541212797165,0.7475569844245911,0.7470059394836426,0.12681759893894196,0.8201603889465332,0.1673288196325302,0.19605752132307935,0.0010000000474974513
0.519225537776947,0.6266303062438965,0.10059323161840439,0.7577319741249084,0.06748834252357483,0.7293024063110352,0.7703415751457214,0.08044394105672836,0.8698979616165161,0.07969151437282562,0.09901531821001208,0.0010000000474974513
0.524286687374115,0.6337319016456604,0.0843321681022644,0.8315994739532471,0.045357827097177505,0.7417888045310974,0.7942208051681519,0.07925824075937271,0.8300835490226746,0.1392848789691925,0.15948701125436884,0.0010000000474974513
0.5236073136329651,0.6371163129806519,0.0847734585404396,0.8272171020507812,0.03834431990981102,0.7403637170791626,0.7848778367042542,0.07956679165363312,0.795306384563446,0.14255666732788086,0.5769765960244468,0.0010000000474974513
0.523097813129425,0.6393125653266907,0.08583379536867142,0.8397212624549866,0.03413718566298485,0.7293702363967896,0.7782036066055298,0.07736746221780777,0.8592592477798462,0.0813274160027504,0.5638392556576625,0.0010000000474974513
0.5218920111656189,0.6396973133087158,0.08567124605178833,0.8199780583381653,0.02644434943795204,0.7478963136672974,0.7968314290046692,0.08014336228370667,0.8302107453346252,0.16569292545318604,0.5797883522054843,0.0010000000474974513
0.524337649345398,0.6394558548927307,0.08641961216926575,0.8364167213439941,0.030502095818519592,0.7125407457351685,0.7748327851295471,0.07779492437839508,0.957446813583374,0.010516475886106491,0.5645340721625725,0.0010000000474974513
0.5228090882301331,0.6429154872894287,0.08534467965364456,0.8434579372406006,0.025586504489183426,0.7237377762794495,0.784289538860321,0.0837719589471817,0.8636363744735718,0.057723768055438995,0.5800248803666435,0.0010000000474974513
0.523369550704956,0.639164388179779,0.08468317240476608,0.8406997919082642,0.032355234026908875,0.7281487584114075,0.7801964282989502,0.07776651531457901,0.8421052694320679,0.07852301746606827,0.5580395159562794,0.0010000000474974513
0.5218580365180969,0.6408470869064331,0.08442369848489761,0.8418604731559753,0.03194831684231758,0.722652018070221,0.7727033495903015,0.08190442621707916,0.8870967626571655,0.0514138825237751,0.564631437325637,0.0010000000474974513
0.5241507887840271,0.6399344205856323,0.08314520865678787,0.8416149020195007,0.028846153989434242,0.7331026196479797,0.798784613609314,0.07349595427513123,0.896789014339447,0.09137649089097977,0.5787095010186056,0.0010000000474974513
0.523369550704956,0.6427503228187561,0.08305343240499496,0.831941545009613,0.028289496898651123,0.7444353699684143,0.7939906120300293,0.07664243131875992,0.8452220559120178,0.14676326513290405,0.5846239425688293,0.0010000000474974513
0.524252712726593,0.6407778859138489,0.08265770971775055,0.8667899966239929,0.033209286630153656,0.7249592542648315,0.7760269045829773,0.07857581973075867,0.9216417670249939,0.057723768055438995,0.5542837166334412,0.0010000000474974513
0.525322675704956,0.6402406692504883,0.08139581233263016,0.840549111366272,0.0283193401992321,0.7217698097229004,0.8030573129653931,0.07589976489543915,0.8908296823501587,0.04767468944191933,0.5920334444425301,0.0010000000474974513
0.5232676863670349,0.6449262499809265,0.0816832110285759,0.8321091532707214,0.028096655383706093,0.7239413857460022,0.802234411239624,0.07239341735839844,0.9567099809646606,0.05164758116006851,0.5860110585566317,0.0010000000474974513
0.525118887424469,0.6438001990318298,0.08104454725980759,0.8690721392631531,0.0299371425062418,0.7197340130805969,0.7926064729690552,0.0743708461523056,0.9408283829689026,0.037158213555812836,0.5784271351801314,0.0010000000474974513
0.5230129361152649,0.6416332721710205,0.08027364313602448,0.8571428656578064,0.030326593667268753,0.7476248741149902,0.8039340376853943,0.07464738190174103,0.8617570996284485,0.15587754547595978,0.58677493263267,0.0010000000474974513
0.5235903263092041,0.6434438228607178,0.07956062257289886,0.8289738297462463,0.02923644706606865,0.7265200614929199,0.7877678275108337,0.07404614239931107,0.908196747303009,0.06473474949598312,0.5754179811512509,0.0010000000474974513
0.5252547264099121,0.6475432515144348,0.07952286303043365,0.8585069179534912,0.03507713973522186,0.7323561310768127,0.7973183989524841,0.07117950916290283,0.8681318759918213,0.09231128543615341,0.5847583267955716,0.0010000000474974513
0.523505449295044,0.6429257392883301,0.07881554216146469,0.841691255569458,0.03032664954662323,0.7224484086036682,0.7969679236412048,0.07072534412145615,0.9055793881416321,0.0493105873465538,0.5871589525892991,0.0010000000474974513
0.5246263742446899,0.6503753662109375,0.07051722705364227,0.8671268224716187,0.03559286147356033,0.7366313934326172,0.8139523267745972,0.061590585857629776,0.918067216873169,0.10212666541337967,0.5945454693598479,0.0005000000237487257
0.525322675704956,0.6478914618492126,0.06974351406097412,0.8591223955154419,0.03957025706768036,0.7257736325263977,0.8018438220024109,0.06335543096065521,0.9190140962600708,0.06099556013941765,0.5898537271757306,0.0005000000237487257
0.5244395136833191,0.6525020599365234,0.06954824179410934,0.8563988208770752,0.04073759540915489,0.7444353699684143,0.8120105862617493,0.06218241527676582,0.8916030526161194,0.13648048043251038,0.6006600135506842,0.0005000000237487257
0.5246603488922119,0.6526305675506592,0.06977731734514236,0.8538516759872437,0.04199865460395813,0.7413816452026367,0.809943675994873,0.06310848891735077,0.8861386179924011,0.12549661099910736,0.604811405309124,0.0005000000237487257
0.5229789614677429,0.6510636210441589,0.06941145658493042,0.8458844423294067,0.034160830080509186,0.7286916375160217,0.8128127455711365,0.06263245642185211,0.9296635985374451,0.07104463875293732,0.589262575571611,0.0005000000237487257
0.523743212223053,0.6488202214241028,0.06948378682136536,0.8523489832878113,0.03596842288970947,0.7442996501922607,0.8037420511245728,0.06219981610774994,0.8357424736022949,0.14863285422325134,0.5934307939899033,0.0005000000237487257
0.524269700050354,0.6528631448745728,0.06903475522994995,0.8591331243515015,0.039293427020311356,0.7478284239768982,0.8115488290786743,0.060456566512584686,0.8748335838317871,0.15354055166244507,0.6032239292089271,0.0005000000237487257
0.523488461971283,0.6505325436592102,0.06886540353298187,0.8368335962295532,0.03669464960694313,0.732899010181427,0.8063845038414001,0.061355628073215485,0.93638676404953,0.08600140362977982,0.5946444868013414,0.0005000000237487257
0.5252377986907959,0.6544163227081299,0.06876324117183685,0.857701301574707,0.03892555460333824,0.7394815683364868,0.8172834515571594,0.06035572290420532,0.904411792755127,0.11498013883829117,0.6051093027275939,0.0005000000237487257
0.526562511920929,0.6516071557998657,0.06909558176994324,0.8758364319801331,0.04177897423505783,0.7454532980918884,0.8241219520568848,0.059847332537174225,0.9036697149276733,0.13811638951301575,0.6164249683526326,0.0005000000237487257
0.523471474647522,0.65281081199646,0.06894400715827942,0.8542899489402771,0.04081560671329498,0.7414495348930359,0.80723637342453,0.06171531230211258,0.9225225448608398,0.11965412646532059,0.5640409067191724,0.0005000000237487257
0.5244734883308411,0.6481450200080872,0.06834468990564346,0.8528481125831604,0.03817415609955788,0.7390743494033813,0.8151213526725769,0.06019249185919762,0.9205426573753357,0.11100724339485168,0.608773648374221,0.0005000000237487257
