accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,val_f1_macro,learning_rate
0.5281080007553101,0.6646856665611267,0.06004726514220238,0.8644708395004272,0.0569082573056221,0.758075475692749,0.8430463671684265,0.04913674294948578,0.8966666460037231,0.1885954588651657,0.6362444242865617,9.999999747378752e-05
0.5269531011581421,0.6713461875915527,0.057577915489673615,0.8639212250709534,0.06831616908311844,0.7728691697120667,0.8415703177452087,0.04867692291736603,0.864062488079071,0.25847160816192627,0.6389260499958522,9.999999747378752e-05
0.5308084487915039,0.6760229468345642,0.05662987008690834,0.8667924404144287,0.08158988505601883,0.7806053161621094,0.8570709228515625,0.04678365960717201,0.8845587968826294,0.28114044666290283,0.650036045808553,9.999999747378752e-05
0.529789388179779,0.6782607436180115,0.05612703040242195,0.8653715252876282,0.08987292647361755,0.7872557044029236,0.8601679801940918,0.046440113335847855,0.8620253205299377,0.31829866766929626,0.6596210651696154,9.999999747378752e-05
0.528243899345398,0.6797875761985779,0.055785320699214935,0.862738847732544,0.09584630280733109,0.7920738458633423,0.8589435815811157,0.046139370650053024,0.8766273856163025,0.33045104146003723,0.6536241636747769,9.999999747378752e-05
0.530434787273407,0.6825686693191528,0.055576156824827194,0.8638071417808533,0.09782993793487549,0.7879343032836914,0.8598609566688538,0.04617917910218239,0.8642676472663879,0.31993457674980164,0.6528934574662238,9.999999747378752e-05
0.5308084487915039,0.6836236119270325,0.05498175695538521,0.8736295700073242,0.10704942047595978,0.7907165884971619,0.8543249368667603,0.04708191752433777,0.8435882925987244,0.3428371250629425,0.6467248682610122,9.999999747378752e-05
0.529585599899292,0.6862477660179138,0.054978370666503906,0.8703548312187195,0.10990756005048752,0.7898344397544861,0.8596290946006775,0.04637417942285538,0.8432055711746216,0.33933162689208984,0.6646217207872758,9.999999747378752e-05
0.531827449798584,0.6864921450614929,0.054716020822525024,0.8764489889144897,0.10972674190998077,0.7926845550537109,0.8622739911079407,0.04593788832426071,0.8549883961677551,0.3444730043411255,0.6634443764799236,9.999999747378752e-05
0.5344429612159729,0.6904887557029724,0.054574836045503616,0.8725649118423462,0.11470337212085724,0.7934989333152771,0.8635287880897522,0.04546505585312843,0.8713942170143127,0.33886420726776123,0.6662612482841741,9.999999747378752e-05
0.5341202616691589,0.6876113414764404,0.05436931923031807,0.8741636872291565,0.12068352848291397,0.7994706630706787,0.8663541078567505,0.04524349421262741,0.8570657968521118,0.37134844064712524,0.6638193355939791,9.999999747378752e-05
0.533237099647522,0.6895229816436768,0.054100241512060165,0.8721519112586975,0.12221512943506241,0.7943132519721985,0.8678022623062134,0.04495862498879433,0.8828220963478088,0.3362935185432434,0.6723380393307617,9.999999747378752e-05
0.5333220362663269,0.690886378288269,0.05404161661863327,0.8753427863121033,0.12438004463911057,0.7937703728675842,0.865071177482605,0.045312896370887756,0.8753026723861694,0.3379294276237488,0.6648004904354483,9.999999747378752e-05
0.533525824546814,0.6940857768058777,0.053609248250722885,0.8779208660125732,0.13042400777339935,0.797095537185669,0.8697243332862854,0.04461677372455597,0.8820391297340393,0.34774479269981384,0.6654413014169788,9.999999747378752e-05
0.5336786508560181,0.6928982138633728,0.05370115861296654,0.8736077547073364,0.1278616487979889,0.8001493215560913,0.8665447235107422,0.045209936797618866,0.8586021661758423,0.37321802973747253,0.6677246239516424,9.999999747378752e-05
0.532710611820221,0.6944441199302673,0.053428977727890015,0.8754699230194092,0.13160961866378784,0.8018458485603333,0.8688053488731384,0.044675152748823166,0.8686923384666443,0.3741528391838074,0.6660822929151929,9.999999747378752e-05
0.534103274345398,0.6924251317977905,0.05369316041469574,0.8753265142440796,0.13044093549251556,0.8046281337738037,0.8631582260131836,0.04561904817819595,0.8493013978004456,0.3977564871311188,0.665617107536707,9.999999747378752e-05
0.535427987575531,0.695124089717865,0.05330314114689827,0.879138708114624,0.1347792148590088,0.7989956736564636,0.8697980046272278,0.04488972947001457,0.8672615885734558,0.36340266466140747,0.6638326026955463,9.999999747378752e-05
0.534850537776947,0.6951542496681213,0.053284209221601486,0.8725034594535828,0.13334989547729492,0.7958740592002869,0.8683874607086182,0.04491356760263443,0.8771513104438782,0.3454078137874603,0.6570110799821309,9.999999747378752e-05
0.533254086971283,0.6914634108543396,0.05341888964176178,0.8760350346565247,0.13114464282989502,0.8055103421211243,0.8708611130714417,0.04439243674278259,0.8736118674278259,0.38607150316238403,0.6720687581030045,9.999999747378752e-05
0.5361412763595581,0.6979275941848755,0.05221804603934288,0.8757251501083374,0.1394563913345337,0.7994706630706787,0.8729684352874756,0.0434388741850853,0.871076226234436,0.36316895484924316,0.6728450703560335,4.999999873689376e-05
0.5355638861656189,0.6990678906440735,0.05149589851498604,0.8850798010826111,0.14526858925819397,0.7991992235183716,0.8762761354446411,0.042744994163513184,0.8797468543052673,0.357326477766037,0.6780011684921038,4.999999873689376e-05
0.5369055867195129,0.6982422471046448,0.05159299448132515,0.8764845728874207,0.14422257244586945,0.7986563444137573,0.8761810064315796,0.04277309775352478,0.8761467933654785,0.3570927679538727,0.6801839615350805,4.999999873689376e-05
0.5382982492446899,0.7024288773536682,0.051160864531993866,0.8860943913459778,0.15120238065719604,0.8037459254264832,0.8773313760757446,0.04276503995060921,0.8718498945236206,0.37999531626701355,0.6833668090358015,4.999999873689376e-05
0.533186137676239,0.6967209577560425,0.05173548310995102,0.8724600076675415,0.14264509081840515,0.8038816452026367,0.8742136359214783,0.04312955215573311,0.8676548600196838,0.38303342461586,0.6755015853585253,4.999999873689376e-05
0.5341881513595581,0.7006769180297852,0.05126502737402916,0.8774662613868713,0.14914046227931976,0.8016422390937805,0.872750461101532,0.04326636344194412,0.8676789402961731,0.37391912937164307,0.6755917002300047,4.999999873689376e-05
0.5361582636833191,0.6996371150016785,0.051178060472011566,0.8753257393836975,0.15455672144889832,0.8041530847549438,0.8735867142677307,0.04316718876361847,0.8629494309425354,0.38700631260871887,0.6751299596690021,4.999999873689376e-05
